"Species_name","Note","X","X.1","X.2","X.3","X.4","X.5","cleaned_name","tnrs_original_name","tnrs_matched_name","tnrs_accepted_name","tnrs_accepted_author","tnrs_family","tnrs_powo_uri","tnrs_taxonomic_status","tnrs_overall_score","tnrs_match_type"
"Rumex acetosa L. subsp. planellae (Pau & Merino) Mu," Anales Jard. Bot. Madrid 44: 599 (1987)","","","","","","","Rumex acetosa L. subsp. planellae (Pau & Merino) Mu�oz Garm. & Pedrol","Rumex acetosa L. subsp. planellae (Pau & Merino) Mu�oz Garm. & Pedrol","Rumex acetosa subsp. planellae","Rumex acetosa subsp. acetosa","","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:953891-1","Synonym",0.98718,"synonym_to_accepted"
"Rumex acetosella L. subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd"," Bot. J. Linn. Soc. 106(2): 99 (1991)","","","","","","","Rumex acetosella L. subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd","Rumex acetosella L. subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd","Rumex acetosella subsp. pyrenaicus","Rumex acetosella subsp. pyrenaicus","(Pourr. ex Lapeyr.) Akeroyd","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:966807-1","Accepted",1,"accepted_or_direct"
"Rumex aquitanicus Rech.f."," Repert. Spec. Nov. Regni Veg. 26: 177 (1929)","","","","","","","Rumex aquitanicus Rech.f.","Rumex aquitanicus Rech.f.","Rumex aquitanicus","Rumex aquitanicus","Rech.f.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:696888-1","Accepted",1,"accepted_or_direct"
"Rumex bucephalophorus L. subsp. gallicus (Steinh.) Rech.f."," Bot. Not. 1939: 497 (1939)","","","","","","","Rumex bucephalophorus L. subsp. gallicus (Steinh.) Rech.f.","Rumex bucephalophorus L. subsp. gallicus (Steinh.) Rech.f.","Rumex bucephalophorus subsp. gallicus","Rumex bucephalophorus subsp. gallicus","(Steinh.) Rech.f.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77250698-1","Accepted",1,"accepted_or_direct"
"Rumex bucephalophorus L. subsp. hispanicus (Steinh.) Rech.f."," Bot. Not. 1939: 500 (1939)","","","","","","","Rumex bucephalophorus L. subsp. hispanicus (Steinh.) Rech.f.","Rumex bucephalophorus L. subsp. hispanicus (Steinh.) Rech.f.","Rumex bucephalophorus subsp. hispanicus","Rumex bucephalophorus subsp. hispanicus","(Steinh.) Rech.f.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77250393-1","Accepted",1,"accepted_or_direct"
"Rumex conglomeratus Murray"," Prodr. Stirp. Gott.: 52 (1770)","","","","","","","Rumex conglomeratus Murray","Rumex conglomeratus Murray","Rumex conglomeratus","Rumex conglomeratus","Murray","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:697003-1","Accepted",1,"accepted_or_direct"
"Rumex crispus L."," Sp. Pl.: 335 (1753)","","","","","","","Rumex crispus L.","Rumex crispus L.","Rumex crispus","Rumex crispus","L.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:224413-2","Accepted",1,"accepted_or_direct"
"Rumex induratus Boiss. & Reut."," Pugill. Pl. Afr. Bor. Hispan.: 107 (1852)","","","","","","","Rumex induratus Boiss. & Reut.","Rumex induratus Boiss. & Reut.","Rumex induratus","Rumex induratus","Boiss. & Reut.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:697208-1","Accepted",1,"accepted_or_direct"
"Rumex longifolius DC."," in Lam. & DC."," Fl. Fran," ed. 3"," 5: 368 (1815)","","","","Rumex longifolius DC.","Rumex longifolius DC.","Rumex longifolius","Rumex longifolius","DC.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:697266-1","Accepted",1,"accepted_or_direct"
"Rumex obtusifolius L."," Sp. Pl.: 335 (1753)","","","","","","","Rumex obtusifolius L.","Rumex obtusifolius L.","Rumex obtusifolius","Rumex obtusifolius","L.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:310739-2","Accepted",1,"accepted_or_direct"
"Rumex pseudalpinus H," Catal. Pl. Kursko: 26 (1826)","","","","","","","Rumex pseudalpinus H�fft","Rumex pseudalpinus H�fft","Rumex pseudoalpinus","Rumex alpinus","L.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:697422-1","Synonym",0.91778408113227,"synonym_to_accepted"
"Rumex pulcher L. subsp. woodsii (De Not.) Arcang."," Comp. Fl. Ital.: 585 (1882)","","","","","","","Rumex pulcher L. subsp. woodsii (De Not.) Arcang.","Rumex pulcher L. subsp. woodsii (De Not.) Arcang.","Rumex pulcher subsp. woodsii","Rumex pulcher subsp. woodsii","(De Not.) Arcang.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77250744-1","Accepted",1,"accepted_or_direct"
"Rumex rupestris Le Gall"," Congr. Sci. France 16(1): 143 (1850)","","","","","","","Rumex rupestris Le Gall","Rumex rupestris Le Gall","Rumex rupestris","Rumex rupestris","Le Gall","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:697469-1","Accepted",1,"accepted_or_direct"
"Rumex sanguineus L."," Sp. Pl.: 334 (1753)","","","","","","","Rumex sanguineus L.","Rumex sanguineus L.","Rumex sanguineus","Rumex sanguineus","L.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:310740-2","Accepted",1,"accepted_or_direct"
"Rumex scutatus L."," Sp. Pl.: 337 (1753)","","","","","","","Rumex scutatus L.","Rumex scutatus L.","Rumex scutatus","Rumex scutatus","L.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304830-2","Accepted",1,"accepted_or_direct"
"Rumex suffruticosus J.Gay ex Willk."," Flora (Regensburg) 35: 307 (1852)","","","","","","","Rumex suffruticosus J.Gay ex Willk.","Rumex suffruticosus J.Gay ex Willk.","Rumex suffruticosus","Rumex suffruticosus","J.Gay ex Meisn.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:697538-1","Accepted",0.92702,"accepted_or_direct"
"Ruppia maritima L."," Sp. Pl.: 127 (1753)","","","","","","","Ruppia maritima L.","Ruppia maritima L.","Ruppia maritima","Ruppia maritima","L.","Ruppiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:224565-2","Accepted",1,"accepted_or_direct"
"Ruscus aculeatus L."," Sp. Pl.: 1041 (1753)","","","","","","","Ruscus aculeatus L.","Ruscus aculeatus L.","Ruscus aculeatus","Ruscus aculeatus","L.","Asparagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:540443-1","Accepted",1,"accepted_or_direct"
"Ruscus hypophyllum L."," Sp. Pl.: 1041 (1753)","","","","","","","Ruscus hypophyllum L.","Ruscus hypophyllum L.","Ruscus hypophyllum","Ruscus hypophyllum","L.","Asparagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:540453-1","Accepted",1,"accepted_or_direct"
"Ruta chalepensis L."," Mant. Pl.: 69 (1767)","","","","","","","Ruta chalepensis L.","Ruta chalepensis L.","Ruta chalepensis","Ruta chalepensis","L.","Rutaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:775070-1","Accepted",1,"accepted_or_direct"
"Ruta graveolens L."," Sp. Pl.: 383 (1753)","","","","","","","Ruta graveolens L.","Ruta graveolens L.","Ruta graveolens","Ruta graveolens","L.","Rutaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:775099-1","Accepted",1,"accepted_or_direct"
"Sagina apetala Ard."," Animadv. Bot. Spec. Alt.: 22"," t. 8 fig. 1 (1763)","","","","","","Sagina apetala Ard.","Sagina apetala Ard.","Sagina apetala","Sagina apetala","Ard.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:156411-1","Accepted",1,"accepted_or_direct"
"Sagina maritima G.Don"," Herb. Brit."," fasc. 7: 155 (1810)","","","","","","Sagina maritima G.Don","Sagina maritima G.Don","Sagina maritima","Sagina maritima","Don","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:156478-1","Accepted",0.938,"accepted_or_direct"
"Sagina procumbens L."," Sp. Pl.: 128 (1753)","","","","","","","Sagina procumbens L.","Sagina procumbens L.","Sagina procumbens","Sagina procumbens","L.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302082-2","Accepted",1,"accepted_or_direct"
"Sagina pyrenaica Rouy"," Ill. Pl. Eur. 4: 26 (1895)","","","","","","","Sagina pyrenaica Rouy","Sagina pyrenaica Rouy","Sagina pyrenaica","Sagina saginoides subsp. pyrenaica","(Rouy) Font Quer","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:156510-1","Synonym",1,"synonym_to_accepted"
"Sagina sabuletorum J.Gay ex Lange"," Descr. Icon. Pl. Nov.: 3"," t. 4"," fig. 1 (1864)","","","","","Sagina sabuletorum J.Gay ex Lange","Sagina sabuletorum J.Gay ex Lange","Sagina sabuletorum","Sagina sabuletorum","(J.Gay) Lange","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:156519-1","Accepted",0.93504,"accepted_or_direct"
"Sagina saginoides (L.) H.Karst."," Deutsche Fl.: 539 (1882)","","","","","","","Sagina saginoides (L.) H.Karst.","Sagina saginoides (L.) H.Karst.","Sagina saginoides","Sagina saginoides","(L.) H.Karst.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:156521-1","Accepted",1,"accepted_or_direct"
"Sagina subulata (Sw.) C.Presl"," Fl. Sicul.: 158 (1826)","","","","","","","Sagina subulata (Sw.) C.Presl","Sagina subulata (Sw.) C.Presl","Sagina subulata","Sagina hawaiensis","Pax","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:156528-1","Illegitimate",1,"fuzzy_auto"
"Salicornia europaea L."," Sp. Pl.: 3 (1753)","","","","","","","Salicornia europaea L.","Salicornia europaea L.","Salicornia europaea","Salicornia europaea","L.","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:166520-1","Accepted",1,"accepted_or_direct"
"Salicornia procumbens Sm."," in Sowerby"," Engl. Bot. 35: t. 2475 (1813) subsp. procumbens","","","","","","Salicornia procumbens Sm.","Salicornia procumbens Sm.","Salicornia procumbens","Salicornia procumbens","Sm.","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:166583-1","Accepted",1,"accepted_or_direct"
"Salicornia perennans Willd."," Sp. Pl."," ed. 4"," 1(1): 24 (1797) subsp. perennans","","","","","Salicornia perennans Willd.","Salicornia perennans Willd.","Salicornia perennans","Salicornia perennans","Willd.","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:166576-1","Accepted",1,"accepted_or_direct"
"Salix alba L."," Sp. Pl.: 1021 (1753)","","","","","","","Salix alba L.","Salix alba L.","Salix alba","Salix alba","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:776974-1","Accepted",1,"accepted_or_direct"
"Salix atrocinerea Brot."," Fl. Lusit. 1: 31 (1804)","","","","","","","Salix atrocinerea Brot.","Salix atrocinerea Brot.","Salix atrocinerea","Salix atrocinerea","Brot.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777109-1","Accepted",1,"accepted_or_direct"
"Salix babylonica L."," Sp. Pl.: 1017 (1753)","","","","","","","Salix babylonica L.","Salix babylonica L.","Salix babylonica","Salix babylonica","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777133-1","Accepted",1,"accepted_or_direct"
"Salix bicolor Willd."," Berlin. Baumz.: 339 (1796)","","","","","","","Salix bicolor Willd.","Salix bicolor Willd.","Salix bicolor","Salix phylicifolia","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777165-1","Synonym",0.9185,"synonym_to_accepted"
"Salix breviserrata Flod."," Ark. Bot. 29A(18): 41"," in obs."," 44 (1940) s.l.","","","","","Salix breviserrata Flod.","Salix breviserrata Flod.","Salix breviserrata","Salix breviserrata","Flod.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777210-1","Accepted",1,"accepted_or_direct"
"Salix cantabrica Rech.f."," Oesterr. Bot. Z. 109: 374 (1962)","","","","","","","Salix cantabrica Rech.f.","Salix cantabrica Rech.f.","Salix cantabrica","Salix cantabrica","Rech.f.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777247-1","Accepted",1,"accepted_or_direct"
"Salix caprea L."," Sp. Pl.: 1020 (1753)","","","","","","","Salix caprea L.","Salix caprea L.","Salix caprea","Salix caprea","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303599-2","Accepted",1,"accepted_or_direct"
"Salix elaeagnos Scop. subsp. angustifolia (Cariot & St.-Lag.) Rech.f."," Oesterr. Bot. Z. 104: 314 (1957)","","","","","","","Salix elaeagnos Scop. subsp. angustifolia (Cariot & St.-Lag.) Rech.f.","Salix elaeagnos Scop. subsp. angustifolia (Cariot & St.-Lag.) Rech.f.","Salix eleagnos subsp. angustifolia","Salix eleagnos","Scop.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50932907-1","Synonym",0.9339186488765,"synonym_to_accepted"
"Salix ," Term,"","","","","","","Salix �erythroclados Simonk.","Salix �erythroclados Simonk.","Salix","Salix","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325916-2","Accepted",0.9,"accepted_or_direct"
"Salix euxina I.V.Belyaeva"," Taxon 58: 1345 (2009)","","","","","","","Salix euxina I.V.Belyaeva","Salix euxina I.V.Belyaeva","Salix euxina","Salix euxina","I.V.Belyaeva","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77102927-1","Accepted",1,"accepted_or_direct"
"Salix ," T.E.D," Fern.Prieto"," Loidi & Penas. Acta Bot. Malacitana 12: 128 (1987)","","","","","Salix �expectata Rivas Mart.","Salix �expectata Rivas Mart.","Salix","Salix","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325916-2","Accepted",0.9,"accepted_or_direct"
"Salix hastata L."," Sp. Pl.: 1017 (1753) s.l.","","","","","","","Salix hastata L.","Salix hastata L.","Salix hastata","Salix hastata","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302930-2","Accepted",1,"accepted_or_direct"
"Salix matsudana Koidz."," Bot. Mag. (Tokyo) 29: 312 (1915)","","","","","","","Salix matsudana Koidz.","Salix matsudana Koidz.","Salix matsudana","Salix babylonica fo. babylonica","","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:778158-1","Synonym",1,"synonym_to_accepted"
"Salix ," Acta Bot. Malacitana 12: 134 (1987)","","","","","","","Salix �multidentata T.E.D�az & Llamas","Salix �multidentata T.E.D�az & Llamas","Salix","Salix","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325916-2","Accepted",0.9,"accepted_or_direct"
"Salix purpurea L. subsp. lambertiana (Sm.) A.Neumann ex Rech.f."," Oesterr. Bot. Z. 110: 341 (1963)","","","","","","","Salix purpurea L. subsp. lambertiana (Sm.) A.Neumann ex Rech.f.","Salix purpurea L. subsp. lambertiana (Sm.) A.Neumann ex Rech.f.","Salix purpurea subsp. lambertiana","Salix x lambertiana","Sm.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2921634-4","Synonym",1,"synonym_to_accepted"
"Salix ," in Goerz"," Cavanillesia 2: 148 (1927)","","","","","","Salix �quercifolia Sennen","Salix �quercifolia Sennen","Salix","Salix","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325916-2","Accepted",0.9,"accepted_or_direct"
"Salix repens L."," Sp. Pl.: 1020 (1753)","","","","","","","Salix repens L.","Salix repens L.","Salix repens","Salix repens","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:305835-2","Accepted",1,"accepted_or_direct"
"Salix ," T.E.D," Fern.Prieto"," Loidi & Penas"," Acta Bot. Malacitana 12: 134 (1987)","","","","Salix �rijosa Rivas Mart.","Salix �rijosa Rivas Mart.","Salix","Salix","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325916-2","Accepted",0.9,"accepted_or_direct"
"Salix ," Baier. Fl. 1: 226 (1789)","","","","","","","Salix �rubens Schrank","Salix �rubens Schrank","Salix","Salix","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325916-2","Accepted",0.9,"accepted_or_direct"
"Salix salviifolia Brot."," Fl. Lusit. 1: 29 (1804)","","","","","","","Salix salviifolia Brot.","Salix salviifolia Brot.","Salix salviifolia","Salix salviifolia","Brot.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:778757-1","Accepted",1,"accepted_or_direct"
"Salix ," in Pau"," Bol. Soc. Ib,"","","","","","Salix �secalliana Pau & C.Vicioso","Salix �secalliana Pau & C.Vicioso","Salix","Salix","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325916-2","Accepted",0.9,"accepted_or_direct"
"Salix ," Fl. Helv. 6: 251 (1830)","","","","","","","Salix �seringeana Ser. ex Gaudin","Salix �seringeana Ser. ex Gaudin","Salix","Salix","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325916-2","Accepted",0.9,"accepted_or_direct"
"Salix xvazquezii T.E.D," Fern. Prieto & Rivas Mart."," Itinera Geobot. 18(2): 489-490 (2011)","","","","","","Salix xvazquezii T.E.D�az","Salix xvazquezii T.E.D�az","Salvia vazquezii","Salvia vazquezii","Iltis & Ramamoorthy","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77129230-1","Accepted",0.66793496670504,"unresolved_low_score"
"Salix triandra L. subsp. discolor (Wimm. & Grab.) Arcang."," Comp. Fl. Ital.: 626 (1882)","","","","","","","Salix triandra L. subsp. discolor (Wimm. & Grab.) Arcang.","Salix triandra L. subsp. discolor (Wimm. & Grab.) Arcang.","Salix triandra subsp. discolor","Salix triandra fo. glaucophylla","(Ser.) Krylov","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50932912-1","Synonym",0.89804,"synonym_to_accepted"
"Salix viminalis L."," Sp. Pl.: 1021 (1753)","","","","","","","Salix viminalis L.","Salix viminalis L.","Salix viminalis","Salix viminalis","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:779152-1","Accepted",1,"accepted_or_direct"
"Salsola kali L."," Sp. Pl.: 222 (1753)","","","","","","","Salsola kali L.","Salsola kali L.","Salsola kali","Salsola kali","L.","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303401-2","Accepted",1,"accepted_or_direct"
"Salvia lavandulifolia Vahl"," Enum. Pl. 1: 222 (1804) subsp. lavandulifolia","","","","","","","Salvia lavandulifolia Vahl","Salvia lavandulifolia Vahl","Salvia lavandulifolia","Salvia officinalis subsp. lavandulifolia","(Vahl) Gams","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:456536-1","Synonym",1,"synonym_to_accepted"
"Salvia microphylla Kunth"," in Humb."," Bonpl. & Kunth"," Nov. Gen. Sp. 2: 295 (1818)","","","","","Salvia microphylla Kunth","Salvia microphylla Kunth","Salvia microphylla","Salvia microphylla","Kunth","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30146334-2","Accepted",1,"accepted_or_direct"
"Salvia verbenaca L."," Sp. Pl.: 25 (1753)","","","","","","","Salvia verbenaca L.","Salvia verbenaca L.","Salvia verbenaca","Salvia verbenaca","L.","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:457495-1","Accepted",1,"accepted_or_direct"
"Sambucus ebulus L."," Sp. Pl.: 269 (1753)","","","","","","","Sambucus ebulus L.","Sambucus ebulus L.","Sambucus ebulus","Sambucus ebulus","L.","Viburnaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:149315-1","Accepted",1,"accepted_or_direct"
"Sambucus nigra L."," Sp. Pl.: 269 (1753)","","","","","","","Sambucus nigra L.","Sambucus nigra L.","Sambucus nigra","Sambucus nigra","L.","Viburnaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30122169-2","Accepted",1,"accepted_or_direct"
"Samolus valerandi L."," Sp. Pl.: 171 (1753)","","","","","","","Samolus valerandi L.","Samolus valerandi L.","Samolus valerandi","Samolus valerandi","L.","Primulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30021527-2","Accepted",1,"accepted_or_direct"
"Sanguisorba minor Scop. subsp. balearica (Bourg. ex Nyman) Mu," Anales Jard. Bot. Madrid 56(1): 176 (1998)","","","","","","","Sanguisorba minor Scop. subsp. balearica (Bourg. ex Nyman) Mu�oz Garm. & C.Navarro","Sanguisorba minor Scop. subsp. balearica (Bourg. ex Nyman) Mu�oz Garm. & C.Navarro","Sanguisorba minor subsp. balearica","Sanguisorba minor subsp. balearica","(Bourg. ex Nyman) Muñoz Garm. & C.Navarro","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1002286-1","Accepted",0.98926,"accepted_or_direct"
